DS_CAST_NO,DS_DS_NO,HM Wt,HM Temp,HM S,Aim S,Act Mg,Act Lime,ADS
T99571,2,163.7,1377.0,0.053,0.012,75,387,0.02
T93731,1,153.3,1325.0,0.07,0.012,73,268,0.019
T95859,1,155.8,1413.0,0.036,0.012,61,263,0.016
T93558,2,163.5,1355.0,0.062,0.012,59,267,0.014
T98916,1,175.5,1392.0,0.035,0.012,58,417,0.014
T96864,1,170.1,1364.0,0.02,0.012,78,285,0.016
T95282,2,168.0,1448.0,0.028,0.012,86,304,0.019
T91863,1,160.8,1349.0,0.045,0.012,62,348,0.016
T91502,1,158.4,1429.0,0.061,0.012,57,214,0.014
T97278,2,169.4,1367.0,0.023,0.012,65,359,0.017
T97439,1,156.8,1388.0,0.062,0.012,65,338,0.017
T98916,2,176.4,1370.0,0.056,0.012,67,261,0.015
T94242,1,164.7,1410.0,0.022,0.012,66,286,0.015
T92016,1,179.1,1373.0,0.025,0.012,71,284,0.013
T98721,2,176.9,1378.0,0.024,0.012,77,347,0.02
T94561,1,167.9,1373.0,0.054,0.012,71,377,0.021
T93568,1,167.7,1384.0,0.048,0.012,81,314,0.019
T94840,1,160.5,1347.0,0.038,0.012,83,360,0.022
T93511,1,174.3,1315.0,0.024,0.012,62,281,0.014
T98554,1,162.3,1382.0,0.04,0.012,66,320,0.018
T98858,1,153.2,,0.054,0.012,72,297,0.019
T97949,2,173.1,1360.0,0.025,0.012,83,312,0.018
T93811,1,168.8,1389.0,0.063,0.012,65,266,0.016
T98574,1,161.4,1333.0,0.023,0.012,92,232,0.016
T95413,2,166.9,1356.0,0.05,0.012,61,333,0.017
T92495,2,165.2,1371.0,0.029,0.012,59,307,0.014
T91391,2,175.3,1369.0,0.025,0.012,51,298,0.011
T92685,1,158.0,1398.0,0.038,0.012,72,312,0.017
T98125,2,175.4,1325.0,0.053,0.012,61,367,0.019
T96311,2,174.3,1366.0,0.026,0.012,67,210,0.013
T99322,1,160.5,1354.0,0.044,0.012,64,453,0.021
T98513,2,167.9,1347.0,0.04,0.012,69,273,0.018
T96232,1,168.8,1352.0,0.041,0.012,77,293,0.017
T92930,1,185.9,,0.067,0.012,68,382,0.02
T97331,1,159.5,1374.0,0.037,0.012,66,387,0.021
T98555,1,151.5,1365.0,0.07,0.012,59,232,0.013
T94242,1,150.9,1336.0,0.047,0.012,90,275,0.02
T93734,2,166.5,1363.0,0.062,0.012,75,330,0.022
T97439,1,172.2,1398.0,0.037,0.012,50,265,0.01
T97420,2,158.8,1329.0,0.024,0.012,58,342,0.011
T94104,1,163.7,1352.0,0.024,0.012,81,312,0.016
T96172,2,161.9,,0.049,0.012,61,226,0.011
T96592,1,157.0,1342.0,0.066,0.012,68,378,0.019
T92016,1,169.2,1364.0,0.024,0.012,69,358,0.018
T96535,1,152.8,1354.0,0.054,0.012,62,328,0.018
T96393,2,169.5,1349.0,0.048,0.012,75,410,0.021
T91878,2,162.0,1370.0,0.053,0.012,66,345,0.018
T92028,2,171.9,1331.0,0.031,0.012,70,272,0.016
T94073,1,166.2,1420.0,0.024,0.012,59,251,0.012
T96172,1,154.1,1356.0,0.024,0.012,43,203,0.007
T98408,2,167.2,,0.032,0.012,59,267,0.01
T99571,1,162.3,1361.0,0.031,0.012,61,333,0.012
T92021,2,172.7,1346.0,0.026,0.012,69,310,0.014
T94385,1,170.1,1401.0,0.033,0.012,77,300,0.02
T91064,2,173.0,1376.0,0.047,0.012,75,331,0.017
T92899,2,162.6,1307.0,0.067,0.012,76,331,0.019
T94627,1,158.6,1339.0,0.066,0.012,57,374,0.018
T96675,2,164.9,1354.0,0.034,0.012,63,356,0.016
T98385,1,170.1,1386.0,0.023,0.012,70,313,0.015
T99322,1,158.3,1400.0,0.07,0.012,92,307,0.021
T99322,1,167.2,1367.0,0.044,0.012,106,365,0.026
T99792,2,167.6,1410.0,0.069,0.012,62,330,0.016
T92853,2,174.6,1389.0,0.047,0.012,56,293,0.011
T92291,2,157.7,1424.0,0.064,0.012,55,248,0.016
T99838,1,168.4,1356.0,0.042,0.012,58,395,0.016
T98408,1,161.6,1360.0,0.051,0.012,84,376,0.023
T97863,2,159.7,,0.047,0.012,78,286,0.015
T98041,1,178.6,1352.0,0.031,0.012,45,328,0.012
T98555,1,168.1,1390.0,0.058,0.012,49,358,0.015
T96056,2,175.8,1339.0,0.023,0.012,81,377,0.019
T98989,2,159.8,1333.0,0.038,0.012,94,319,0.02
T98208,1,176.7,1369.0,0.063,0.012,82,245,0.018
T98916,1,162.1,1407.0,0.045,0.012,59,362,0.015
T92663,2,170.6,1382.0,0.024,0.012,60,264,0.011
T91502,2,158.4,1390.0,0.03,0.012,73,292,0.013
T97374,1,157.5,1412.0,0.025,0.012,79,315,0.015
T94099,1,164.8,1381.0,0.034,0.012,76,329,0.016
T93558,1,175.8,1361.0,0.028,0.012,47,324,0.013
T95282,2,173.8,1406.0,0.056,0.012,72,421,0.022
T95488,1,166.0,1394.0,0.053,0.012,75,327,0.018
T91995,1,162.7,1352.0,0.027,0.012,77,271,0.013
T96855,1,167.2,1349.0,0.042,0.012,68,200,0.017
T97235,1,157.6,1369.0,0.035,0.012,94,308,0.021
T92495,1,166.0,1392.0,0.037,0.012,73,329,0.018
T95218,1,165.3,1346.0,0.049,0.012,55,416,0.021
T91197,2,165.4,,0.065,0.012,68,210,0.016
T98280,2,168.3,1393.0,0.065,0.012,66,395,0.021
T96051,2,170.5,1364.0,0.041,0.012,49,361,0.015
T99666,1,148.3,1377.0,0.04,0.012,53,370,0.016
T97873,2,159.2,,0.046,0.012,86,339,0.02
T98629,1,160.4,1389.0,0.044,0.012,64,234,0.015
T97910,1,163.9,1372.0,0.023,0.012,93,238,0.016
T95887,1,164.5,1367.0,0.049,0.012,66,278,0.016
T94561,1,169.4,1395.0,0.049,0.012,81,370,0.022
T95859,1,167.3,1306.0,0.043,0.012,83,322,0.019
T91878,2,173.4,1392.0,0.041,0.012,77,318,0.016
T95658,2,162.9,1385.0,0.067,0.012,64,338,0.017
T94840,2,160.2,1408.0,0.05,0.012,86,357,0.022
T98994,1,164.0,1384.0,0.061,0.012,59,295,0.015
T98734,2,165.2,1344.0,0.068,0.012,74,303,0.021
T96618,1,165.7,1373.0,0.061,0.012,89,297,0.024
T97873,2,163.2,1346.0,0.067,0.012,80,295,0.019
T95488,2,172.6,1399.0,0.058,0.012,66,290,0.018
T96578,2,171.9,1308.0,0.029,0.012,63,370,0.017
T92899,2,172.6,,0.031,0.012,84,375,0.022
T95887,2,158.1,1340.0,0.03,0.012,89,356,0.021
T92663,2,170.1,1329.0,0.036,0.012,60,248,0.012
T97949,1,176.2,1362.0,0.038,0.012,74,303,0.016
T91197,1,172.8,1360.0,0.061,0.012,79,264,0.016
T97668,1,161.4,1391.0,0.038,0.012,70,316,0.014
T94556,1,162.7,1322.0,0.056,0.012,72,344,0.02
T97396,1,154.0,1357.0,0.065,0.012,81,345,0.023
T98869,2,174.0,1377.0,0.026,0.012,62,258,0.012
T94104,1,158.2,1347.0,0.02,0.012,75,395,0.019
T99958,1,161.6,1329.0,0.064,0.012,67,251,0.016
T92528,1,168.9,1388.0,0.032,0.012,71,319,0.018
T96116,1,166.0,1384.0,0.028,0.012,87,367,0.023
T94696,1,167.6,1317.0,0.035,0.012,83,344,0.022
T96311,1,161.0,1359.0,0.029,0.012,64,326,0.016
T99755,1,156.2,1355.0,0.06,0.012,72,322,0.02
T98215,1,166.5,1415.0,0.052,0.012,87,279,0.019
T97265,1,158.8,1323.0,0.028,0.012,61,378,0.017
T95488,2,168.6,1359.0,0.049,0.012,65,299,0.017
T93454,1,158.8,1389.0,0.03,0.012,86,236,0.017
T98734,1,164.0,1367.0,0.03,0.012,69,293,0.015
T99958,2,177.0,1397.0,0.05,0.012,54,317,0.017
T93027,2,166.5,1320.0,0.053,0.012,77,324,0.019
T92853,1,159.4,1338.0,0.037,0.012,72,349,0.019
T93790,1,168.5,1362.0,0.058,0.012,81,361,0.022
T93511,1,164.0,1382.0,0.062,0.012,76,252,0.019
T91064,2,159.5,1370.0,0.066,0.012,78,294,0.02
T93062,1,165.2,1385.0,0.051,0.012,63,275,0.017
T95413,2,173.7,1362.0,0.031,0.012,81,335,0.019
T97910,2,169.2,1337.0,0.057,0.012,96,293,0.021
T97892,2,163.7,1384.0,0.025,0.012,59,352,0.015
T96311,2,156.5,1332.0,0.029,0.012,62,280,0.013
T93693,2,170.1,1346.0,0.062,0.012,81,338,0.023
T97331,1,168.3,1336.0,0.066,0.012,71,294,0.019
T96056,1,153.6,1375.0,0.023,0.012,60,382,0.017
T99996,2,154.6,1368.0,0.036,0.012,58,322,0.016
T91854,2,176.0,1342.0,0.051,0.012,105,237,0.024
T93747,2,167.2,1350.0,0.067,0.012,52,326,0.014
T94099,2,155.3,1361.0,0.049,0.012,57,261,0.013
T97374,1,173.0,1386.0,0.061,0.012,77,372,0.024
T95218,2,173.5,1371.0,0.066,0.012,58,315,0.016
T97331,2,160.0,1377.0,0.046,0.012,72,322,0.018
T92757,1,158.5,1381.0,0.057,0.012,54,235,0.013
T94073,1,165.6,1369.0,0.053,0.012,67,312,0.018
T93931,1,166.1,1375.0,0.054,0.012,66,235,0.015
T98125,1,163.9,1366.0,0.046,0.012,61,340,0.018
T99338,2,157.5,1407.0,0.051,0.012,72,304,0.017
T93062,2,162.5,1383.0,0.048,0.012,62,319,0.014
T94099,2,162.0,1416.0,0.052,0.012,77,330,0.02
T91197,2,154.6,1402.0,0.045,0.012,59,348,0.017
T91391,2,171.9,1365.0,0.031,0.012,75,365,0.018
T97949,2,157.6,1365.0,0.055,0.012,78,307,0.018
T98041,2,174.1,1329.0,0.039,0.012,78,308,0.018
T98208,2,166.1,1342.0,0.026,0.012,85,374,0.02
T94943,2,160.5,1395.0,0.063,0.012,51,365,0.015
T95555,1,167.7,1394.0,0.029,0.012,55,349,0.014
T91663,2,164.1,1319.0,0.047,0.012,51,332,0.014
T97019,1,174.3,1403.0,0.056,0.012,75,389,0.023
T98849,1,179.8,1400.0,0.052,0.012,58,289,0.015
T93747,1,167.7,1398.0,0.028,0.012,64,367,0.019
T92707,1,163.7,1383.0,0.03,0.012,78,278,0.015
T92853,2,176.2,1383.0,0.027,0.012,80,268,0.016
T99755,1,163.6,1365.0,0.024,0.012,42,433,0.015
T96463,1,161.3,1354.0,0.034,0.012,70,376,0.022
T99154,2,173.6,1398.0,0.046,0.012,63,309,0.015
T97585,1,170.9,1363.0,0.029,0.012,72,219,0.014
T97420,2,161.4,1274.0,0.069,0.012,71,238,0.018
T98916,2,167.2,1386.0,0.055,0.012,67,348,0.018
T97235,2,162.6,1344.0,0.049,0.012,90,355,0.021
T91995,2,169.2,1374.0,0.054,0.012,74,329,0.019
T92757,1,168.5,1411.0,0.042,0.012,63,343,0.014
T97278,2,156.1,1423.0,0.043,0.012,66,200,0.012
T97546,1,165.3,1387.0,0.064,0.012,48,318,0.016
T99571,1,154.6,1403.0,0.056,0.012,49,377,0.016
T94304,2,155.0,1389.0,0.049,0.012,64,311,0.017
T97863,1,161.5,1390.0,0.068,0.012,74,369,0.021
T96134,2,160.8,1393.0,0.053,0.012,83,416,0.021
T91860,1,153.0,1343.0,0.04,0.012,57,297,0.015
T96892,1,156.7,1338.0,0.022,0.012,76,357,0.02
T94510,1,154.2,1395.0,0.04,0.012,90,302,0.021
T99338,1,159.8,,0.066,0.012,85,309,0.021
T93747,2,168.7,1374.0,0.022,0.012,78,349,0.019
T92734,2,175.3,1358.0,0.029,0.012,53,317,0.015
T93731,1,172.4,1361.0,0.06,0.012,62,426,0.02
T91189,1,168.0,1401.0,0.038,0.012,80,259,0.015
T96892,1,167.6,1349.0,0.029,0.012,77,335,0.019
T96530,1,164.3,1370.0,0.061,0.012,77,323,0.016
T93327,2,164.3,1350.0,0.048,0.012,80,403,0.022
T98270,1,174.7,1331.0,0.047,0.012,65,325,0.014
T97287,1,169.3,1373.0,0.035,0.012,64,313,0.014
T94840,1,166.4,1389.0,0.054,0.012,110,334,0.028
T97668,2,152.7,1343.0,0.063,0.012,72,386,0.02
T97546,1,170.1,1352.0,0.058,0.012,85,316,0.02
T98513,2,170.2,1340.0,0.051,0.012,69,288,0.016
T95737,2,160.7,1373.0,0.038,0.012,73,255,0.018
T94943,1,166.6,1358.0,0.063,0.012,65,302,0.018
T96311,1,164.1,1317.0,0.048,0.012,71,322,0.018
T95426,1,161.2,1361.0,0.064,0.012,53,207,0.011
T96393,2,167.9,1396.0,0.033,0.012,80,262,0.014
T98035,2,157.4,1399.0,0.053,0.012,110,327,0.028
T93027,1,179.3,1400.0,0.067,0.012,72,243,0.016
T98989,2,168.7,1345.0,0.039,0.012,47,347,0.012
T96535,1,164.2,1340.0,0.068,0.012,60,296,0.015
T94840,1,171.7,1354.0,0.04,0.012,88,272,0.019
T96592,1,170.5,1394.0,0.042,0.012,54,339,0.016
T99110,1,159.8,1393.0,0.06,0.012,74,325,0.019
T93062,1,161.5,1370.0,0.033,0.012,84,331,0.019
T94510,1,149.0,1398.0,0.055,0.012,76,330,0.021
T98392,2,157.5,1385.0,0.035,0.012,48,309,0.011
T93027,2,169.7,1358.0,0.05,0.012,63,245,0.012
T95658,2,166.3,1361.0,0.059,0.012,82,235,0.016
T96734,1,161.5,1338.0,0.021,0.012,58,205,0.012
T98408,1,167.4,1367.0,0.024,0.012,74,342,0.015
T93911,1,161.3,1355.0,0.067,0.012,58,300,0.019
T92899,2,154.8,1345.0,0.061,0.012,78,304,0.021
T99958,1,158.4,1352.0,0.064,0.012,71,217,0.016
T93558,2,181.1,1407.0,0.042,0.012,74,249,0.015
T99226,1,163.9,1358.0,0.056,0.012,61,256,0.015
T95488,2,164.3,1409.0,0.07,0.012,58,253,0.011
T99433,1,168.7,1371.0,0.042,0.012,42,305,0.01
T97265,1,171.9,1364.0,0.062,0.012,61,278,0.017
T96393,2,163.4,1383.0,0.024,0.012,64,388,0.017
T98392,2,172.8,1310.0,0.047,0.012,75,354,0.019
T99154,2,163.5,1422.0,0.037,0.012,47,420,0.018
T91189,1,164.9,1394.0,0.046,0.012,89,326,0.021
T99529,2,161.6,1375.0,0.026,0.012,61,215,0.013
T97873,2,170.4,1390.0,0.038,0.012,64,495,0.022
T97420,1,155.3,1371.0,0.024,0.012,76,290,0.017
T95887,1,166.6,1355.0,0.043,0.012,65,342,0.014
T91775,2,169.1,1369.0,0.042,0.012,76,357,0.02
T91064,1,172.2,1359.0,0.036,0.012,61,336,0.018
T91206,2,168.8,1348.0,0.067,0.012,61,258,0.019
T97949,2,158.6,1360.0,0.024,0.012,66,305,0.016
T98392,2,169.0,1375.0,0.061,0.012,62,258,0.013
T98574,1,170.2,1379.0,0.038,0.012,72,316,0.017
T95488,2,169.5,1405.0,0.03,0.012,84,254,0.015
T94561,2,163.3,,0.034,0.012,41,319,0.011
T96618,1,163.9,1352.0,0.065,0.012,83,315,0.022
T94099,2,172.0,1339.0,0.061,0.012,73,397,0.022
T98849,2,165.0,1381.0,0.021,0.012,87,343,0.018
T97331,2,158.3,1406.0,0.027,0.012,73,321,0.017
T96191,1,162.1,1360.0,0.054,0.012,77,285,0.018
T98721,2,175.4,1356.0,0.036,0.012,55,307,0.013
T98099,1,155.6,1392.0,0.066,0.012,85,259,0.021
T92184,1,174.1,1343.0,0.059,0.012,56,355,0.014
T98041,2,165.2,1411.0,0.064,0.012,67,339,0.02
T98280,2,155.7,1368.0,0.03,0.012,93,200,0.021
T97278,1,170.5,1379.0,0.028,0.012,77,357,0.02
T94840,2,160.0,1371.0,0.067,0.012,62,321,0.015
T98574,2,165.7,1307.0,0.04,0.012,67,410,0.02
T99322,1,152.1,1368.0,0.041,0.012,76,256,0.015
T97331,2,174.4,1360.0,0.054,0.012,83,432,0.026
T98125,2,162.9,1380.0,0.04,0.012,56,354,0.018
T92899,1,160.7,1399.0,0.064,0.012,79,343,0.021
T92853,2,166.3,1382.0,0.068,0.012,68,290,0.016
T95297,1,171.2,1353.0,0.037,0.012,57,200,0.011
T97668,1,163.7,1411.0,0.03,0.012,79,325,0.019
T93790,2,171.0,1371.0,0.024,0.012,61,359,0.016
T99004,1,164.8,1402.0,0.031,0.012,56,344,0.016
T93433,2,165.6,1392.0,0.027,0.012,71,318,0.016
T91197,2,159.4,1345.0,0.021,0.012,72,328,0.014
T98526,1,172.4,1397.0,0.022,0.012,68,289,0.015
T91860,1,169.7,1392.0,0.045,0.012,54,317,0.016
T98849,1,168.8,1372.0,0.055,0.012,90,298,0.019
T98869,1,172.5,1359.0,0.069,0.012,80,285,0.021
T93911,1,157.7,1390.0,0.028,0.012,77,227,0.018
T99154,1,165.5,1395.0,0.055,0.012,58,321,0.016
T98035,2,172.8,1360.0,0.048,0.012,63,366,0.018
T98849,2,164.8,1385.0,0.044,0.012,52,231,0.01
T96232,1,166.0,1362.0,0.056,0.012,65,363,0.02
T95737,2,165.8,1356.0,0.032,0.012,54,339,0.014
T97184,1,168.3,1381.0,0.036,0.012,61,354,0.016
T99164,1,151.5,1390.0,0.039,0.012,98,268,0.022
T95282,2,165.8,1383.0,0.029,0.012,101,310,0.021
T93747,2,167.8,1367.0,0.044,0.012,69,323,0.016
T97439,1,167.7,1341.0,0.027,0.012,64,364,0.017
T99755,1,176.2,1362.0,0.036,0.012,81,273,0.016
T96191,1,160.9,1379.0,0.026,0.012,66,327,0.016
T97585,2,176.5,1424.0,0.022,0.012,84,332,0.017
T98270,1,162.5,1346.0,0.038,0.012,73,390,0.018
T92585,1,155.6,1367.0,0.051,0.012,86,283,0.02
T91206,2,175.5,1366.0,0.028,0.012,86,293,0.019
T98392,2,172.4,1314.0,0.07,0.012,62,369,0.016
T99571,2,166.0,1355.0,0.034,0.012,66,335,0.017
T98125,1,160.9,1340.0,0.021,0.012,74,376,0.019
T98629,1,163.5,1360.0,0.021,0.012,91,323,0.02
T93568,2,166.8,1408.0,0.053,0.012,90,331,0.024
T91698,1,174.7,1386.0,0.053,0.012,70,253,0.019
T98989,1,155.8,1374.0,0.065,0.012,68,225,0.018
T96134,2,163.5,1419.0,0.025,0.012,77,288,0.017
T97396,2,163.2,1405.0,0.039,0.012,73,314,0.017
T97776,1,161.6,1350.0,0.064,0.012,76,312,0.023
T96578,2,160.5,1324.0,0.06,0.012,71,305,0.018
T98392,2,176.3,1312.0,0.032,0.012,42,361,0.011
T91878,1,159.4,1348.0,0.064,0.012,72,334,0.02
T95636,1,165.9,,0.054,0.012,69,336,0.02
T93790,1,156.7,1409.0,0.033,0.012,69,309,0.015
T99338,1,171.1,1400.0,0.022,0.012,75,223,0.013
T98989,1,161.5,1393.0,0.045,0.012,53,366,0.017
T92899,1,149.6,,0.056,0.012,77,314,0.023
T99838,2,171.8,1365.0,0.033,0.012,63,264,0.012
T96535,2,161.1,1360.0,0.028,0.012,50,421,0.015
T97184,2,174.2,1425.0,0.024,0.012,78,381,0.019
T98035,1,172.6,1354.0,0.062,0.012,76,323,0.016
T94242,1,164.2,1350.0,0.023,0.012,49,282,0.009
T96535,1,167.8,,0.05,0.012,52,234,0.012
T97019,1,165.7,1346.0,0.058,0.012,55,329,0.017
T99529,1,155.2,1384.0,0.059,0.012,50,267,0.013
T91197,2,175.0,1377.0,0.053,0.012,62,316,0.014
T94890,1,163.2,1351.0,0.053,0.012,77,329,0.021
T98734,2,165.2,1361.0,0.044,0.012,77,353,0.018
T98869,1,165.3,1349.0,0.041,0.012,64,360,0.014
T93911,2,163.4,1395.0,0.027,0.012,49,282,0.01
T97528,2,169.5,1366.0,0.047,0.012,73,379,0.02
T99226,2,164.3,1365.0,0.024,0.012,76,322,0.017
T93568,2,161.4,1390.0,0.043,0.012,62,280,0.014
T92291,2,162.1,1387.0,0.057,0.012,57,361,0.018
T91663,2,176.6,1376.0,0.042,0.012,70,403,0.018
T95297,2,165.4,1396.0,0.045,0.012,58,342,0.016
T97776,1,176.4,1366.0,0.062,0.012,44,325,0.011
T98270,1,158.3,1348.0,0.052,0.012,54,365,0.015
T97439,2,160.5,1374.0,0.026,0.012,60,245,0.011
T92267,1,161.6,1369.0,0.047,0.012,84,249,0.018
T96393,1,164.4,1406.0,0.038,0.012,59,360,0.014
T93047,2,160.0,1363.0,0.03,0.012,62,373,0.019
T94763,1,164.1,1410.0,0.052,0.012,72,276,0.017
T91161,2,166.4,1340.0,0.039,0.012,72,266,0.014
T98280,1,172.0,1364.0,0.058,0.012,53,282,0.015
T96056,2,155.6,1362.0,0.049,0.012,66,363,0.018
T92678,1,171.5,1362.0,0.025,0.012,86,295,0.018
T98513,2,170.2,1398.0,0.038,0.012,74,287,0.019
T92291,1,158.2,1358.0,0.033,0.012,77,280,0.018
T97873,1,159.5,1395.0,0.027,0.012,77,334,0.017
T94510,1,167.5,1368.0,0.06,0.012,58,261,0.015
T99226,2,160.6,1368.0,0.039,0.012,83,321,0.021
T95859,2,174.6,1337.0,0.051,0.012,61,202,0.012
T94510,1,165.0,1401.0,0.064,0.012,63,294,0.016
T96535,1,156.5,1408.0,0.047,0.012,65,305,0.016
T98989,2,157.2,1339.0,0.033,0.012,85,419,0.025
T97439,1,154.6,1410.0,0.06,0.012,88,222,0.018
T91769,1,164.3,1334.0,0.042,0.012,51,360,0.015
T99529,2,164.6,1366.0,0.048,0.012,75,326,0.02
T93693,2,168.6,1367.0,0.065,0.012,41,372,0.016
T96892,1,173.8,1362.0,0.044,0.012,80,397,0.019
T91659,2,165.1,1397.0,0.037,0.012,59,322,0.015
T93047,1,173.9,1389.0,0.056,0.012,75,276,0.018
T98270,1,159.9,1328.0,0.027,0.012,77,424,0.021
T98554,2,154.7,1407.0,0.066,0.012,55,362,0.018
T97668,1,170.6,1412.0,0.066,0.012,81,227,0.018
T94152,2,170.1,1387.0,0.049,0.012,61,400,0.018
T95413,2,166.8,1361.0,0.028,0.012,45,275,0.008
T95297,1,169.8,1375.0,0.043,0.012,72,340,0.016
T97585,2,148.8,1363.0,0.041,0.012,74,404,0.022
T91202,1,161.7,1394.0,0.035,0.012,81,295,0.016
T91860,2,172.8,1325.0,0.029,0.012,54,315,0.013
T97331,1,163.2,1380.0,0.033,0.012,43,354,0.013
T93931,2,169.6,1399.0,0.048,0.012,63,268,0.015
T96575,1,183.2,1364.0,0.054,0.012,66,417,0.023
T92930,1,172.2,1384.0,0.069,0.012,57,341,0.015
T91206,2,162.5,1326.0,0.031,0.012,59,492,0.019
T91698,1,152.6,1346.0,0.03,0.012,65,371,0.017
T91995,1,170.0,1380.0,0.026,0.012,45,385,0.015
T97420,1,150.8,1381.0,0.067,0.012,60,288,0.017
T94152,1,159.5,1355.0,0.039,0.012,76,344,0.019
T98208,1,159.8,1378.0,0.066,0.012,84,352,0.024
T92930,1,164.2,1369.0,0.064,0.012,53,348,0.016
T94748,2,166.9,1324.0,0.022,0.012,69,246,0.012
T91202,2,159.0,1364.0,0.034,0.012,89,328,0.02
T97668,2,172.4,1388.0,0.035,0.012,78,292,0.017
T98041,2,174.9,1403.0,0.034,0.012,74,313,0.018
T97873,1,163.3,1364.0,0.041,0.012,54,363,0.013
T92585,1,172.5,,0.045,0.012,86,301,0.021
T97546,2,160.2,1374.0,0.058,0.012,62,419,0.019
T91202,1,157.7,1383.0,0.033,0.012,61,363,0.014
T99838,2,172.6,1354.0,0.035,0.012,77,340,0.02
T98099,1,166.9,1368.0,0.05,0.012,66,337,0.016
T97528,1,167.7,1384.0,0.029,0.012,74,328,0.02
T96311,2,177.9,1380.0,0.044,0.012,79,400,0.023
T98280,1,169.7,1385.0,0.033,0.012,77,238,0.017
T99006,2,181.8,1390.0,0.03,0.012,64,363,0.016
T98392,2,165.7,1374.0,0.06,0.012,91,274,0.022
T94748,2,175.6,1377.0,0.055,0.012,110,309,0.023
T98849,1,164.6,1356.0,0.032,0.012,71,327,0.017
T97374,1,156.9,1392.0,0.041,0.012,85,283,0.02
T93511,2,170.8,1343.0,0.028,0.012,76,343,0.02
T93790,1,164.7,1385.0,0.023,0.012,67,435,0.017
T99006,2,179.5,1373.0,0.049,0.012,72,351,0.018
T99392,2,168.9,1352.0,0.038,0.012,63,309,0.016
T97439,1,171.7,1353.0,0.03,0.012,61,255,0.013
T91391,2,154.0,1375.0,0.026,0.012,61,266,0.014
T91391,1,170.1,1364.0,0.054,0.012,73,234,0.013
T96575,1,164.5,1359.0,0.034,0.012,79,311,0.018
T97892,1,159.6,1380.0,0.065,0.012,71,333,0.02
T96892,2,174.8,1328.0,0.03,0.012,69,302,0.015
T91995,2,156.0,1372.0,0.032,0.012,79,293,0.017
T96311,1,167.5,1361.0,0.063,0.012,55,335,0.016
T99392,1,160.7,1339.0,0.049,0.012,59,343,0.018
T94943,2,166.9,1362.0,0.025,0.012,68,334,0.02
T91189,1,163.0,,0.047,0.012,60,313,0.014
T99571,1,163.7,1400.0,0.035,0.012,83,289,0.019
T91995,2,165.4,1388.0,0.057,0.012,55,383,0.018
T91197,2,158.3,1391.0,0.024,0.012,62,301,0.015
T92899,2,172.2,1383.0,0.066,0.012,64,371,0.02
T91769,1,169.7,1316.0,0.044,0.012,74,302,0.018
T98099,2,158.1,1341.0,0.057,0.012,64,321,0.018
T94581,2,174.9,1392.0,0.055,0.012,53,334,0.016
T98734,2,170.3,,0.029,0.012,77,299,0.016
T98554,2,165.7,1379.0,0.064,0.012,70,267,0.018
T95389,2,155.1,1405.0,0.032,0.012,63,200,0.013
T91995,2,160.5,1350.0,0.03,0.012,75,299,0.016
T98099,2,151.8,1354.0,0.046,0.012,86,323,0.022
T96258,1,166.3,1387.0,0.069,0.012,74,353,0.018
T99006,2,170.9,1350.0,0.036,0.012,66,411,0.017
T94627,1,159.9,1330.0,0.068,0.012,75,347,0.02
T96191,1,165.0,1389.0,0.042,0.012,52,328,0.012
T98555,2,171.9,1352.0,0.062,0.012,69,311,0.018
T94581,1,160.6,1322.0,0.046,0.012,70,337,0.018
T96977,2,168.9,1399.0,0.03,0.012,62,358,0.016
T94890,1,179.7,1383.0,0.064,0.012,90,416,0.025
T93327,2,170.2,1387.0,0.024,0.012,64,330,0.017
T92021,1,157.8,1389.0,0.054,0.012,76,290,0.018
T98408,2,164.8,1394.0,0.062,0.012,68,303,0.016
T92678,2,170.1,1383.0,0.062,0.012,55,272,0.011
T97420,1,168.5,,0.053,0.012,54,460,0.018
T99684,1,157.5,1343.0,0.033,0.012,63,254,0.013
T92291,2,168.1,1395.0,0.047,0.012,73,304,0.019
T98385,1,163.5,1384.0,0.051,0.012,48,314,0.013
T92998,2,161.8,1367.0,0.064,0.012,54,330,0.016
T91863,1,168.9,1328.0,0.028,0.012,62,311,0.014
T98041,2,177.3,1349.0,0.043,0.012,68,298,0.013
T96977,1,159.8,1362.0,0.037,0.012,70,298,0.018
T92484,2,168.2,1351.0,0.041,0.012,66,347,0.016
T91189,1,164.4,1344.0,0.029,0.012,63,329,0.016
T99838,2,169.3,1378.0,0.031,0.012,55,321,0.012
T98099,1,165.7,1407.0,0.058,0.012,73,306,0.017
T98721,2,161.0,1386.0,0.044,0.012,72,303,0.016
T94556,1,160.7,1358.0,0.046,0.012,86,387,0.022
T94157,1,168.2,1368.0,0.065,0.012,71,341,0.02
T99006,2,165.9,1385.0,0.032,0.012,68,356,0.015
T99006,1,169.3,1355.0,0.036,0.012,56,402,0.018
T94763,1,153.8,,0.035,0.012,68,390,0.02
T96116,2,172.7,1361.0,0.053,0.012,61,302,0.015
T95413,2,174.9,1361.0,0.048,0.012,65,299,0.013
T97019,2,166.1,1330.0,0.044,0.012,72,291,0.017
T93568,2,169.6,1371.0,0.053,0.012,74,285,0.017
T92707,1,171.8,1380.0,0.044,0.012,65,365,0.018
T94763,1,163.7,1391.0,0.061,0.012,76,323,0.017
T92998,1,166.6,1326.0,0.041,0.012,57,316,0.012
